Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
4827 Tchoupitoulas St,4827 Tchoupitoulas St,Short Term Rental Commercial Owner,4,8,03/04/2023 11:59:59 PM,"(29.9169268110321, -90.1064823421574)",3669486.83,517362.65
616 N Pierce St,616 N Pierce St,Short Term Rental Residential Owner,1,2,04/20/2023 11:59:59 PM,"(29.9778906004392, -90.0955882262821)",3672698.37,539568.48
725 Eighth St,725 Eighth St,Short Term Rental Residential Owner,2,4,02/24/2023 11:59:59 PM,"(29.9216358779289, -90.0831193365987)",3676869.01,519155.03
334 Carondelet St Unit 306,334 Carondelet St Unit 306,Short Term Rental Commercial Owner,1,2,04/28/2023 11:59:59 PM,"(29.9509297985322, -90.0712477572002)",3680512.14,529848.58
1896 O'MALLEY HOUSE,120 S PIERCE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9732572735325, -90.0997691963093)",3671392.88167,537869.347913
711 S Peters St Apt 204,711 S Peters St Apt 204,Short Term Rental Commercial Owner,2,4,11/29/2023 11:59:59 PM,"(29.9458727587795, -90.0660536736863)",3682177.28,528027.81
THE JUNG HOTELS & RESIDENCES-HOTEL,1500 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9573658441731, -90.0756858747129)",3679081.04053,532173.512067
ROYAL ORLEANS HOTEL,621 ST LOUIS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9562223314342, -90.0655415834038)",3682297.81064,531793.086915
711 S Peters St Apt 307,711 S Peters St Apt 307,Short Term Rental Commercial Owner,2,4,11/29/2023 11:59:59 PM,"(29.9458106358283, -90.0660907447875)",3682165.79,528005.09
505 S Pierce St,505 S Pierce St,Short Term Rental Residential Owner,3,6,03/28/2023 07:42:05 PM,"(29.9701827447005, -90.1028271325458)",3670436.75,536740.92
4516 Pitt St,4516 Pitt St,Short Term Rental Residential Owner,3,6,03/02/2023 09:09:35 PM,"(29.9254578517266, -90.1038750352918)",3670279.48,520473.7
4153 State Street Dr,4153 State Street Dr,Short Term Rental Residential Owner,1,2,03/27/2023 10:27:12 PM,"(29.9543905077314, -90.1092150232359)",3668475.64,530976.59
1808 Fourth St,1808 Fourth St,Short Term Rental Residential Owner,1,2,03/23/2023 09:43:47 AM,"(29.933265296492, -90.0866737122111)",3675697.11,523371.64
325 Harrison Ave,325 Harrison Ave,Short Term Rental Residential Owner,1,2,03/28/2023 09:50:36 AM,"(30.0054072924715, -90.1117644324626)",3667470.57,549519.7
2043 Independence St,2043 Independence St,Short Term Rental Residential Owner,2,4,04/07/2023 12:24:17 PM,"(29.976398947661, -90.0349185971235)",3691911.47,539238.62
1600 St Roch Ave,1600 St Roch Ave,Short Term Rental Residential Owner,1,2,03/21/2023 11:31:15 AM,"(29.9739758843863, -90.0528048694715)",3686258.76,538293.78
SONDER,300 S RAMPART ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9529291915559, -90.0741303041548)",3679591.33845,530565.590402
711 S Peters St Apt 303,711 S Peters St Apt 303,Short Term Rental Commercial Owner,2,4,11/29/2023 11:59:59 PM,"(29.9458154971392, -90.0660244341502)",3682186.77,528007.09
5340 Pasteur Blvd,5340 Pasteur Blvd,Short Term Rental Residential Owner,2,4,03/14/2023 02:24:03 AM,"(30.0137237970585, -90.0630717643521)",3682848.08,552711.48
1528 Ursulines Ave,1528 Ursulines Ave,Short Term Rental Residential Owner,1,2,02/09/2023 12:00:00 AM,"(29.9663900944513, -90.0694905908661)",3681006.57,535476.65
3505 Urquhart St,3505 Urquhart St,Short Term Rental Residential Owner,2,4,10/18/2023 09:23:18 AM,"(29.9685976333282, -90.0388118439599)",3690710.97,536387.83
930 Second St,930 Second St,Short Term Rental Residential Owner,2,4,10/12/2023 08:36:57 AM,"(29.9264222382431, -90.0793294278528)",3678050.46,520908.64
4219 Lasalle St,4219 Lasalle St,Short Term Rental Residential Owner,2,4,04/28/2023 02:50:11 PM,"(29.9345734196994, -90.1010288530123)",3671145.36,523798.14
1507 Henriette Delille St,1507 Henriette Delille St,Short Term Rental Commercial Owner,1,2,11/28/2023 11:59:59 PM,"(29.9680635087128, -90.0631569401642)",3683005.18,536107.34
1405 Constance St,1405 Constance St,Short Term Rental Residential Owner,2,4,04/03/2023 11:11:53 AM,"(29.9358763539439, -90.0709095147771)",3680679.56,524375.78
1812 Moss St,1812 Moss St,Short Term Rental Residential Owner,2,4,10/26/2023 12:20:40 PM,"(29.9874261170172, -90.0871558492701)",3675330.21,543064.9
1415 Burgundy St,1415 Burgundy St,Short Term Rental Residential Owner,1,2,03/24/2023 01:13:34 PM,"(29.9656128678409, -90.0624008907106)",3683254.44,535218.85
2334 Laurel St,2334 Laurel St,Short Term Rental Residential Owner,1,2,03/22/2023 08:35:44 AM,"(29.9267592489614, -90.0770493905581)",3678771.31,521039.1
2228 N Rampart St,2228 N Rampart St,Short Term Rental Residential Owner,2,4,03/06/2023 01:06:00 PM,"(29.9675311930302, -90.0557987875747)",3685337.03,535939.67
300 33Rd St,300 33Rd St,Short Term Rental Residential Owner,2,4,03/27/2023 11:55:34 PM,"(30.0093384594446, -90.1187595641561)",3665241.48,550925.7
900 Bartholomew St Unit 421,900 Bartholomew St Unit 421,Short Term Rental Commercial Owner,1,2,12/01/2023 11:59:59 PM,"(29.9637128211087, -90.0364502558481)",3691478.78,534619.99
711 S Peters St Apt 212,711 S Peters St Apt 212,Short Term Rental Commercial Owner,2,4,11/29/2023 11:59:59 PM,"(29.9458729934862, -90.0662208087611)",3682124.35,528027.31
1206 Clouet St,1206 Clouet St,Short Term Rental Residential Owner,1,2,03/20/2023 06:08:07 PM,"(29.9687694451449, -90.043959721756)",3689080.39,536431.93
RUFFINO'S GUEST HOUSE,631 ST PHILIP ST,4702 - ROOMING & BOARDING HOUSES,,,,"(29.9602788080758, -90.0621895871545)",3683342.86101,533279.930436
711 S Peters St Apt 213,711 S Peters St Apt 213,Short Term Rental Commercial Owner,1,2,11/29/2023 11:59:59 PM,"(29.9458717551801, -90.066235002642)",3682119.86,528026.81
818 Elysian Fields Ave B,818 Elysian Fields Ave B,Short Term Rental Commercial Owner,1,2,11/26/2023 11:59:59 PM,"(29.9659938108864, -90.0570177340389)",3684957.32,535376.32
2127 Milan St,2127 Milan St,Short Term Rental Residential Owner,2,4,04/06/2023 02:10:37 PM,"(29.9321403656226, -90.1001196057547)",3671442.86,522916.49
6936 Lamb Rd,6936 Lamb Rd,Short Term Rental Residential Owner,3,6,11/29/2023 11:59:59 PM,"(30.024900003503, -90.016104797743)",3697664.91,556943.4
2639 N Galvez St,2639 N Galvez St,Short Term Rental Residential Owner,1,2,03/23/2023 03:58:29 PM,"(29.9792181762124, -90.0464084243074)",3688262.43,540222.76
711 S Peters St Apt 304,711 S Peters St Apt 304,Short Term Rental Commercial Owner,2,4,11/29/2023 11:59:59 PM,"(29.9458156339903, -90.0660386421387)",3682182.27,528007.09
3510 S Liberty St,3510 S Liberty St,Short Term Rental Residential Owner,1,2,03/07/2023 01:45:06 PM,"(29.9340420756968, -90.0959292457859)",3672762.6,523622.33
3041 Royal St,3041 Royal St,Short Term Rental Residential Owner,2,4,03/23/2023 02:14:18 PM,"(29.9637428564449, -90.0462431919218)",3688377.95,534595.95
711 S Peters St Apt 209,711 S Peters St Apt 209,Short Term Rental Commercial Owner,2,4,11/29/2023 11:59:59 PM,"(29.9458723710429, -90.0661561781619)",3682144.82,528027.31
429 Slidell St,429 Slidell St,Short Term Rental Residential Owner,1,2,03/21/2023 11:38:29 AM,"(29.9474726100722, -90.0515592358962)",3686760.93,528660.63
1222 St Anthony St,1222 St Anthony St,Short Term Rental Residential Owner,2,4,10/27/2023 12:00:00 AM,"(29.9687785345334, -90.0616847503394)",3683468.41,536372.52
1510 Congress St,1510 Congress St,Short Term Rental Residential Owner,2,4,03/15/2023 10:09:20 AM,"(29.9707945399771, -90.03764251271)",3691072.16,537190.89
4143 Palmyra St,4143 Palmyra St,Short Term Rental Residential Owner,2,4,03/23/2023 07:44:00 PM,"(29.9737747176437, -90.1033864339519)",3670245.65,538045.2
2120 Peniston St,2120 Peniston St,Short Term Rental Residential Owner,3,6,03/06/2023 08:54:06 AM,"(29.9323788236373, -90.0971813341078)",3672372.56,523013.23
711 S Peters St Apt 207,711 S Peters St Apt 207,Short Term Rental Commercial Owner,2,4,11/29/2023 11:59:59 PM,"(29.9458733359633, -90.0661135998594)",3682158.3,528027.81
4537 Constance St,4537 Constance St,Short Term Rental Residential Owner,1,2,03/14/2023 08:45:01 AM,"(29.9198290681908, -90.103636381046)",3670377.04,518427.68
2235 Bayou Rd,2235 Bayou Rd,Short Term Rental Residential Owner,1,2,02/13/2023 12:41:45 PM,"(29.9738470074268, -90.0741395841576)",3679504.81,538172.06
1737 Josephine St,1737 Josephine St,Short Term Rental Residential Owner,2,4,03/23/2023 10:26:18 AM,"(29.9365521404031, -90.0810408656061)",3677468.11,524586.31
1228 Music St,1228 Music St,Short Term Rental Residential Owner,2,4,04/03/2023 07:22:55 PM,"(29.9705653836421, -90.0512866699319)",3686753.29,537058.97
711 S Peters St Apt 305,711 S Peters St Apt 305,Short Term Rental Commercial Owner,2,4,11/29/2023 11:59:59 PM,"(29.9458144413199, -90.0660575720099)",3682176.28,528006.59
156 Pelican Ave,156 Pelican Ave,Short Term Rental Residential Owner,3,6,02/20/2023 02:20:59 PM,"(29.9511603557539, -90.0545797235265)",3685789.44,529990.94
1928 Bienville Ave,1928 Bienville Ave,Short Term Rental Residential Owner,3,6,01/12/2024 11:59:59 PM,"(29.9622707750781, -90.0788545438243)",3678058.16,533946.13
926 Mazant St,926 Mazant St,Short Term Rental Residential Owner,2,4,04/03/2023 10:52:47 PM,"(29.9638155635503, -90.035022570689)",3691930.4,534662.47
1814 Washington Ave,1814 Washington Ave,Short Term Rental Residential Owner,2,4,03/17/2023 03:49:23 PM,"(29.9328996271235, -90.0876024853261)",3675404.39,523235.47
1707 Pauger St,1707 Pauger St,Short Term Rental Residential Owner,2,4,04/11/2023 11:21:36 AM,"(29.9675650738062, -90.0602399594681)",3683930.75,535936.34
7318 Pitt St,7318 Pitt St,Short Term Rental Residential Owner,1,2,03/07/2023 05:35:47 PM,"(29.9334229533314, -90.1316532410012)",3661450.34,523276.77
2703 Baronne St,2703 Baronne St,Short Term Rental Residential Owner,4,8,03/23/2023 08:48:34 AM,"(29.9331274867546, -90.086614908015)",3675716.28,523321.73
507 S Scott St,507 S Scott St,Short Term Rental Residential Owner,3,6,12/19/2023 11:59:59 PM,"(29.9695551763532, -90.1019573903313)",3670714.57,536515.67
1328 Harrison Ave,1328 Harrison Ave,Short Term Rental Residential Owner,3,6,11/09/2023 11:59:59 PM,"(29.9996172415721, -90.0800774210335)",3677522.42,547522.51
4203 Burgundy St,4203 Burgundy St,Short Term Rental Residential Owner,2,4,09/15/2023 12:22:45 PM,"(29.9632122832457, -90.0340349636714)",3692245.59,534446.64
1572 Magazine St Apt G,1572 Magazine St Apt G,Short Term Rental Commercial Owner,3,6,11/09/2023 11:59:59 PM,"(29.9327493389283, -90.0727893972003)",3680096.68,523232.13
451 Girod St Apt 300,451 Girod St Apt 300,Short Term Rental Commercial Owner,1,2,11/08/2023 11:59:59 PM,"(29.9469081146662, -90.0685066339184)",3681396.31,528395.72
2234 N Rampart St,2234 N Rampart St,Short Term Rental Residential Owner,2,4,11/03/2023 12:00:00 AM,"(29.9675342313884, -90.0556896888558)",3685371.56,535941.16
1212 Treme St Apt 1A,1212 Treme St Apt 1A,Short Term Rental Residential Owner,2,4,03/28/2023 02:56:22 PM,"(29.9660006349088, -90.0661555952913)",3682064.06,535346.69
3162 N Villere St,3162 N Villere St,Short Term Rental Residential Owner,2,4,03/27/2023 08:41:13 PM,"(29.9701790020386, -90.0417908849611)",3689761.29,536952.23
3133 Broadway St,3133 Broadway St,Short Term Rental Residential Owner,2,4,03/24/2023 01:26:08 PM,"(29.9581603429916, -90.1103467421129)",3668102.64,532343.62
1633 Sixth St,1633 Sixth St,Short Term Rental Residential Owner,3,6,01/30/2023 04:40:17 PM,"(29.9308606851202, -90.0877321552249)",3675371.38,522493.59
4847 Shalimar Dr,4847 Shalimar Dr,Short Term Rental Residential Owner,2,4,09/09/2023 10:54:23 AM,"(30.0190536983499, -90.0177628115524)",3697164.67,554811.43
1435 Independence St,1435 Independence St,Short Term Rental Residential Owner,,,04/03/2023 12:58:22 PM,"(29.970065165424, -90.0367637223683)",3691353.39,536928.81
4230 Erato St,4230 Erato St,Short Term Rental Residential Owner,2,4,03/07/2023 03:33:52 PM,"(29.9555785257454, -90.1015205368919)",3670907.52,531434.71
2110 Barracks St,2110 Barracks St,Short Term Rental Residential Owner,2,4,09/11/2023 02:02:06 PM,"(29.971332161917, -90.0730469236944)",3679860.8,537261.37
NOPSI HOTEL,317 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9520868739067, -90.0726278141096)",3680070.49019,530264.524289
BLUEGREEN RESORTS MANAGEMENT,115 DECATUR ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9523838222829, -90.0668614404316)",3681895.3037,530392.642114
1610 S Norman C Francis Prkwy,1610 S Norman C Francis Prkwy,Short Term Rental Residential Owner,1,2,07/27/2023 11:59:58 PM,"(29.9548498334156, -90.1059288676931)",3669514.44,531154.75
H H WHITNEY HOUSE,1923 ESPLANADE AVE,4703 - BED & BREAKFAST INNS,,,,"(29.971690564501, -90.0715740661946)",3680325.67701,537396.8306
3111 Frenchmen St,3111 Frenchmen St,Short Term Rental Residential Owner,2,4,04/24/2023 11:59:59 PM,"(29.9899942842273, -90.0597221831155)",3684004.03,544094.27
730 Poland Ave Apt B,730 Poland Ave Apt B,Short Term Rental Commercial Owner,1,2,03/14/2023 11:59:59 PM,"(29.9613349173344, -90.032958141014)",3692594.29,533767.83
HYATT HOUSE NEW ORLEANS DOWNTOWN,1250 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9507196270331, -90.0768565173229)",3678736.86037,529752.634305
1830 DAUPHINE HOUSE,1830 DAUPHINE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9652586180562, -90.0603713541045)",3683898.46607,535097.164806
HAUNTED HOTEL ON URSULINES-HOTEL,623 URSULINES AVE,4702 - ROOMING & BOARDING HOUSES,,,,"(29.9610110683465, -90.0614281657062)",3683581.0006,533548.882693
VIRGIN HOTELS NEW ORLEANS,550 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9489819814879, -90.0732961258693)",3679871.27515,529133.143296
2633 Jasmine St,2633 Jasmine St,Short Term Rental Residential Owner,2,4,01/08/2024 11:59:59 PM,"(30.0010534468997, -90.0491744847774)",3687297.77,548153.07
339 Carondelet St Apt 3B,339 Carondelet St Apt 3B,Short Term Rental Commercial Owner,1,2,02/23/2023 11:59:59 PM,"(29.9510803055373, -90.0716290941131)",3680390.78,529901.98
A CRESCENT CITY GUEST,612 MARIGNY ST,4703 - BED & BREAKFAST INNS,,,,"(29.9640294647124, -90.0552675337646)",3685519.43606,534668.187974
AUDUBON COTTAGES,509 DAUPHINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9579241775608, -90.0678353933293)",3681564.63752,532403.911875
TWO CANAL MASTER TENANT,2 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9494061477666, -90.0635177811155)",3682966.11842,529321.569345
NEW ORLEANS JAZZ QUARTERS,1129  ST PHILIP ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9635794944336, -90.0667252653026)",3681893.42293,534464.278789
3727 Frenchmen St,3727 Frenchmen St,Short Term Rental Commercial Owner,,,11/06/2023 11:59:59 PM,"(29.9964875870456, -90.0602581460705)",3683808.14,546453.6
THE PRYTANIA OAKS HOTEL,1618 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9370571825833, -90.0749226396131)",3679403.82242,524791.190844
ACE HOTEL,600 CARONDELET ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9484041719003, -90.0721543198545)",3680235.16879,528927.008512
3711 Iberville St,3711 Iberville St,Short Term Rental Residential Owner,4,8,04/28/2023 11:59:59 PM,"(29.9731582014108, -90.0961193059482)",3672548.82,537845.78
451 Girod St Apt 311,451 Girod St Apt 311,Short Term Rental Commercial Owner,2,4,11/08/2023 11:59:59 PM,"(29.9468603744189, -90.0683063745962)",3681459.92,528379.06
305 Alix St,305 Alix St,Short Term Rental Residential Owner,1,2,02/07/2023 11:59:59 PM,"(29.9510839850314, -90.0523600441209)",3686492.65,529971.02
1572 Magazine St Apt B,1572 Magazine St Apt B,Short Term Rental Commercial Owner,1,2,11/09/2023 11:59:59 PM,"(29.9327493389283, -90.0727893972003)",3680096.68,523232.13
2439 Valmont St,2439 Valmont St,Short Term Rental Residential Owner,2,4,02/08/2023 11:59:59 PM,"(29.9368215072454, -90.1098646365217)",3668338.15,524585.64
5016 S Johnson St,5016 S Johnson St,Short Term Rental Residential Owner,3,6,02/09/2023 11:59:59 PM,"(29.9432123180812, -90.1084603671471)",3668758.06,526914.33
2723 D'abadie St,2723 D'abadie St,Short Term Rental Residential Owner,,,02/10/2023 11:59:59 PM,"(29.9819998842026, -90.0752518507932)",3679120.12,541132.89
1808 Moss St,1808 Moss St,Short Term Rental Residential Owner,5,10,02/10/2023 11:59:59 PM,"(29.9873069105733, -90.0870518271542)",3675363.61,543021.91
OAKVIEW BED & BREAKFAST,1172 CITY PARK AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9828594861658, -90.092461296772)",3673668.7371,541386.067468
124 N Norman C Francis Prkwy,124 N Norman C Francis Prkwy,Short Term Rental Commercial Owner,4,8,02/08/2023 11:59:59 PM,"(29.9704812389551, -90.0931283454161)",3673506.29,536882.57
7135 S Claiborne Ave,7135 S Claiborne Ave,Short Term Rental Residential Owner,2,4,02/05/2023 11:59:59 PM,"(29.950852805503, -90.1154461909946)",3666516.16,529669.12
4515 Thalia St,4515 Thalia St,Short Term Rental Commercial Owner,1,2,09/11/2023 11:59:59 PM,"(29.9563519196673, -90.1042218499963)",3670049.12,531706.76
1810 Moss St,1810 Moss St,Short Term Rental Residential Owner,5,10,02/10/2023 11:59:59 PM,"(29.9873464392068, -90.0870472265347)",3675364.91,543036.3
1140 Esplanade Ave,1140 Esplanade Ave,Short Term Rental Residential Owner,3,6,09/11/2023 01:34:23 PM,"(29.9663844482864, -90.0645626612869)",3682566.87,535491.84
2501 Orleans Ave,2501 Orleans Ave,Short Term Rental Commercial Owner,5,10,02/10/2023 11:59:59 PM,"(29.9692578038653, -90.0802422539881)",3677590.98,536482.07
1022 Mandeville St,1022 Mandeville St,Short Term Rental Commercial Owner,5,10,02/10/2023 11:59:59 PM,"(29.9682244404034, -90.0544540209883)",3685759.99,536196.51
900 Bartholomew St Unit 521,900 Bartholomew St Unit 521,Short Term Rental Commercial Owner,1,2,04/24/2023 11:59:59 PM,"(29.9636928348741, -90.0364592641101)",3691476.01,534612.69
2339 Dumaine St,2339 Dumaine St,Short Term Rental Residential Owner,3,6,04/25/2023 11:59:59 PM,"(29.9698556635582, -90.0780360677527)",3678287.1,536707.12
4546 S Galvez St,4546 S Galvez St,Short Term Rental Residential Owner,3,6,02/07/2023 11:59:59 PM,"(29.9443247829001, -90.1059651093042)",3669543.96,527327.32
1023 Washington Ave,1023 Washington Ave,Short Term Rental Residential Owner,3,6,02/07/2023 11:59:59 PM,"(29.9258890973541, -90.0819633552986)",3677218.29,520705.65
CARRIE'S COOL PROPERTIES,1466 MAGAZINE ST,4703 - BED & BREAKFAST INNS,,,,"(29.934758714204, -90.0722224162318)",3680268.21583,523964.787068
3126 N Miro St,3126 N Miro St,Short Term Rental Residential Owner,1,2,02/06/2023 11:59:59 PM,"(29.9786656848848, -90.0400744598463)",3690269.89,540044.43
4938 S Rocheblave St,4938 S Rocheblave St,Short Term Rental Residential Owner,2,4,02/07/2023 11:59:59 PM,"(29.9471587334654, -90.1076115633955)",3669011.52,528352.27
451 Girod St Apt 314,451 Girod St Apt 314,Short Term Rental Commercial Owner,3,6,11/08/2023 11:59:59 PM,"(29.9468404464139, -90.0682215574746)",3681486.86,528372.11
4502 N Rampart St,4502 N Rampart St,Short Term Rental Commercial Owner,3,6,09/14/2023 11:59:59 PM,"(29.9631985868449, -90.0308718428603)",3693247.18,534453.03
920 N Derbigny St,920 N Derbigny St,Short Term Rental Residential Owner,,,02/06/2023 11:59:59 PM,"(29.9666084335212, -90.0724882798849)",3680056.57,535545.59
1130 Marengo St,1130 Marengo St,Short Term Rental Residential Owner,1,2,02/07/2023 11:59:59 PM,"(29.9237797706294, -90.0984608508172)",3672001,519881.93
1239 St Bernard Ave,1239 St Bernard Ave,Short Term Rental Commercial Owner,,,02/10/2023 11:59:59 PM,"(29.9689627841465, -90.0631598303196)",3683000.64,536434.34
4513 Thalia St,4513 Thalia St,Short Term Rental Commercial Owner,1,2,09/11/2023 11:59:59 PM,"(29.9563339317844, -90.1041832592857)",3670061.41,531700.35
451 Girod St Apt 312,451 Girod St Apt 312,Short Term Rental Commercial Owner,2,4,11/08/2023 11:59:59 PM,"(29.946853972793, -90.0682783833603)",3681468.81,528376.83
451 Girod St Apt 200,451 Girod St Apt 200,Short Term Rental Commercial Owner,1,2,11/08/2023 11:59:59 PM,"(29.9469370525322, -90.0684902889033)",3681401.37,528406.3
451 Girod St Apt 210,451 Girod St Apt 210,Short Term Rental Commercial Owner,1,2,11/08/2023 11:59:59 PM,"(29.9468983198654, -90.0683144826383)",3681457.2,528392.83
"HOSTEEVA, LLC",1210 CARONDELET ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9417734992648, -90.0751591338871)",3679310.09013,526505.392382
530 Louisa St,530 Louisa St,Short Term Rental Commercial Owner,5,10,06/22/2023 11:59:59 PM,"(29.9618038372661, -90.0441732257863)",3689041.29,533898.22
HOTEL PROVINCIAL,1024 CHARTRES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9600035811516, -90.0609457518802)",3683737.81845,533184.219076
